pl_srcoldmsncev_x,pl_inqcnt2y_x,pl_inqcnt1m_x,acctno,lexid,pl_srcoldmsncev_y,pl_inqcnt2y_y,pl_inqcnt1m_y,o_lexid,company_id,date_added,flag,pl_srcoldmsncev_diff,pl_inqcnt2y_diff,pl_inqcnt1m_diff
2.0,2.0,1.0,436186141R281136,238558088319.0,0.0,1.0,0.0,238558088319,107571,2023-10-30 02:05:09,0,2.0,1.0,1.0
2.0,2.0,2.0,436186501R212851,245158060203.0,0.0,0.0,0.0,245158060203,107571,2023-10-28 08:14:17,0,2.0,2.0,2.0
2.0,0.0,0.0,436186501R345789,245164129227.0,0.0,0.0,0.0,245164129227,107571,2023-10-31 09:25:28,0,2.0,0.0,0.0
2.0,1.0,1.0,436186491R5588,245183487580.0,0.0,0.0,0.0,245183487580,107571,2023-10-24 03:03:06,0,2.0,1.0,1.0
2.0,3.0,0.0,436186521R242335,241659940531.0,0.0,3.0,0.0,241659940531,107571,2023-10-28 21:11:43,0,2.0,0.0,0.0
2.0,4.0,2.0,436185671R289370,239865693492.0,0.0,4.0,2.0,239865693492,107571,2023-10-18 15:36:03,0,2.0,0.0,0.0
2.0,1.0,1.0,436186131R208902,241781363071.0,0.0,0.0,0.0,241781363071,107571,2023-10-28 02:00:03,0,2.0,1.0,1.0
2.0,5.0,1.0,436186451R252910,192253368461.0,-99997.0,4.0,0.0,192253368461,107571,2023-10-29 03:12:50,0,-999999998.0,1.0,1.0
2.0,0.0,0.0,436186511R334182,245185509536.0,0.0,0.0,0.0,245185509536,108706,2023-10-31 00:03:49,0,2.0,0.0,0.0
2.0,0.0,0.0,436185801R456744,191534820306.0,-99997.0,0.0,0.0,191534820306,108706,2023-10-21 20:33:26,0,-999999998.0,0.0,0.0
2.0,0.0,0.0,436186431R145399,244491300337.0,0.0,0.0,0.0,244491300337,108706,2023-10-26 21:52:29,0,2.0,0.0,0.0
2.0,0.0,0.0,436185741R489842,239363540857.0,-99997.0,0.0,0.0,239363540857,108706,2023-10-22 15:43:28,0,-999999998.0,0.0,0.0
2.0,0.0,0.0,436182201R475295,245181950655.0,0.0,0.0,0.0,245181950655,108706,2023-10-01 23:57:56,0,2.0,0.0,0.0
2.0,0.0,0.0,436186201R259123,245178724531.0,0.0,0.0,0.0,245178724531,108706,2023-10-29 14:55:49,0,2.0,0.0,0.0
2.0,0.0,0.0,436186441R196511,240451759121.0,0.0,0.0,0.0,240451759121,108706,2023-10-27 21:24:23,0,2.0,0.0,0.0
2.0,0.0,0.0,436185701R224180,245177882506.0,0.0,0.0,0.0,245177882506,108706,2023-10-17 09:31:47,0,2.0,0.0,0.0
2.0,0.0,0.0,436186111R330553,149854684315.0,0.0,0.0,0.0,149854684315,108706,2023-10-30 22:15:01,0,2.0,0.0,0.0
2.0,0.0,0.0,436185691R452364,238292290261.0,0.0,0.0,0.0,238292290261,108706,2023-10-21 14:19:19,0,2.0,0.0,0.0
2.0,0.0,0.0,436186431R140223,240698702355.0,0.0,0.0,0.0,240698702355,108706,2023-10-26 20:30:11,0,2.0,0.0,0.0
2.0,0.0,0.0,436182511R795945,241442500127.0,0.0,0.0,0.0,241442500127,108706,2023-10-08 11:47:33,0,2.0,0.0,0.0
2.0,0.0,0.0,436185811R15870,245182958878.0,0.0,0.0,0.0,245182958878,108706,2023-10-12 23:39:32,0,2.0,0.0,0.0
2.0,0.0,0.0,436185701R61114,245184624324.0,0.0,0.0,0.0,245184624324,108706,2023-10-13 17:21:58,0,2.0,0.0,0.0
2.0,0.0,0.0,436182511R968741,245122970631.0,0.0,0.0,0.0,245122970631,108706,2023-10-12 00:39:28,0,2.0,0.0,0.0
2.0,0.0,0.0,436182461R934754,245179927726.0,0.0,0.0,0.0,245179927726,108706,2023-10-11 16:38:53,0,2.0,0.0,0.0
2.0,0.0,0.0,436185771R109374,245182004144.0,0.0,0.0,0.0,245182004144,108706,2023-10-14 20:20:58,0,2.0,0.0,0.0
232.0,0.0,0.0,436186131R313946,49073942098.0,230.0,0.0,0.0,49073942098,108706,2023-10-30 18:22:04,0,2.0,0.0,0.0
358.0,0.0,0.0,436186511R321852,891946559.0,356.0,0.0,0.0,891946559,108706,2023-10-30 20:33:41,0,2.0,0.0,0.0
79.0,0.0,0.0,436186131R324701,236642070735.0,77.0,0.0,0.0,236642070735,108706,2023-10-30 20:45:45,0,2.0,0.0,0.0
84.0,0.0,0.0,436186191R328468,192517179071.0,82.0,0.0,0.0,192517179071,108706,2023-10-30 22:05:09,0,2.0,0.0,0.0
247.0,0.0,0.0,436182161R752092,32477658485.0,244.0,0.0,0.0,32477658485,108706,2023-10-07 07:31:15,0,3.0,0.0,0.0
398.0,0.0,0.0,436186191R329695,1432747537.0,396.0,0.0,0.0,1432747537,108706,2023-10-30 22:24:18,0,2.0,0.0,0.0
355.0,0.0,0.0,436186431R330474,397856284.0,353.0,0.0,0.0,397856284,108706,2023-10-30 22:24:27,0,2.0,0.0,0.0
266.0,0.0,0.0,436186121R331122,3352212754.0,264.0,0.0,0.0,3352212754,108706,2023-10-30 22:47:45,0,2.0,0.0,0.0
408.0,0.0,0.0,436186141R331287,952633029.0,406.0,0.0,0.0,952633029,108706,2023-10-30 22:49:43,0,2.0,0.0,0.0
358.0,0.0,0.0,436186431R338928,119821144.0,356.0,0.0,0.0,119821144,108706,2023-10-31 01:38:04,0,2.0,0.0,0.0
146.0,0.0,0.0,436186141R338750,187830494366.0,144.0,0.0,0.0,187830494366,108706,2023-10-31 01:51:07,0,2.0,0.0,0.0
473.0,0.0,0.0,436186511R345379,2580611891.0,471.0,0.0,0.0,2580611891,108706,2023-10-31 09:32:36,0,2.0,0.0,0.0
207.0,0.0,0.0,436186451R347922,114027063328.0,205.0,0.0,0.0,114027063328,108706,2023-10-31 11:39:55,0,2.0,0.0,0.0
251.0,0.0,0.0,436186431R352064,6592752355.0,249.0,0.0,0.0,6592752355,108706,2023-10-31 14:02:11,0,2.0,0.0,0.0
85.0,0.0,0.0,436182231R751436,163915019742.0,82.0,0.0,0.0,163915019742,108706,2023-10-07 08:22:18,0,3.0,0.0,0.0
256.0,0.0,0.0,436186421R350893,8131743123.0,254.0,0.0,0.0,8131743123,108706,2023-10-31 14:15:25,0,2.0,0.0,0.0
465.0,0.0,0.0,436186141R352067,1223245302.0,463.0,0.0,0.0,1223245302,108706,2023-10-31 14:20:59,0,2.0,0.0,0.0
352.0,0.0,0.0,436186511R351771,2547699327.0,350.0,0.0,0.0,2547699327,108706,2023-10-31 14:23:30,0,2.0,0.0,0.0
439.0,0.0,0.0,436186121R353579,2769118056.0,437.0,0.0,0.0,2769118056,108706,2023-10-31 14:49:27,0,2.0,0.0,0.0
291.0,0.0,0.0,436186211R352074,242782758.0,289.0,0.0,0.0,242782758,108706,2023-10-31 15:01:11,0,2.0,0.0,0.0
90.0,0.0,0.0,436186491R357228,195128165307.0,88.0,0.0,0.0,195128165307,108706,2023-10-31 15:37:08,0,2.0,0.0,0.0
68.0,0.0,0.0,436186191R356619,237038749595.0,66.0,0.0,0.0,237038749595,108706,2023-10-31 15:39:51,0,2.0,0.0,0.0
83.0,0.0,0.0,436186431R365202,195322262632.0,81.0,0.0,0.0,195322262632,108706,2023-10-31 17:25:41,0,2.0,0.0,0.0
97.0,0.0,0.0,436186451R367336,193855322978.0,95.0,0.0,0.0,193855322978,108706,2023-10-31 18:00:41,0,2.0,0.0,0.0
221.0,0.0,0.0,436186111R371440,73753697332.0,219.0,0.0,0.0,73753697332,108706,2023-10-31 18:43:19,0,2.0,0.0,0.0
